"subsample_ID","name","community","network_size","species_ratio","interactions_count","edge_connectivity","density","bipartite_clustering","Spectral_bipartivity","average_clustering","degree_assortativity_coefficient","global_efficiency","local_efficiency","connected_components","degree_LL","latapy_clustering_LL","node_redundancy_LL","betweenness_centrality_LL","degree_centrality_LL","closeness_centrality_LL","average_neighbor_degree_LL","pagerank_LL","hits_hubs_LL","hits_authorities_LL","isolate_LL","flow_infomap_LL","modular_centrality_infomap_LL","degree_HL","latapy_clustering_HL","node_redundancy_HL","betweenness_centrality_HL","degree_centrality_HL","closeness_centrality_HL","average_neighbor_degree_HL","pagerank_HL","hits_hubs_HL","hits_authorities_HL","isolate_HL","flow_infomap_HL","modular_centrality_infomap_HL","preferential_attachment","shortest_path_length","shortest_paths_count","friends_measure","same_community_infomap","connectance","web.asymmetry","links.per.species","number.of.compartments","compartment.diversity","nestedness","NODF","Fisher.alpha","Shannon.diversity","interaction.evenness","H2","niche.overlap.HL","niche.overlap.LL","V.ratio.HL","V.ratio.LL","discrepancy.HL","discrepancy.LL","robustness.HL","robustness.LL","generality.HL","vulnerability.LL","motif_1","motif_2","motif_3","motif_4","motif_5","motif_6","motif_7","motif_8","motif_9","motif_10","motif_11","motif_12","motif_13","motif_14","motif_15","motif_16","motif_17","motif_1_norm","motif_2_norm","motif_3_norm","motif_4_norm","motif_5_norm","motif_6_norm","motif_7_norm","motif_8_norm","motif_9_norm","motif_10_norm","motif_11_norm","motif_12_norm","motif_13_norm","motif_14_norm","motif_15_norm","motif_16_norm","motif_17_norm","species.strength_HL","interaction.push.pull_HL","nestedrank_HL","PDI_HL","species.specificity.index_HL","node.specialisation.index.NSI_HL","betweenness_HL","closeness_HL","Fisher.alpha_HL","d_HL","species.strength_LL","interaction.push.pull_LL","nestedrank_LL","PDI_LL","species.specificity.index_LL","node.specialisation.index.NSI_LL","betweenness_LL","closeness_LL","Fisher.alpha_LL","d_LL","cent_between","cent_close","cent_eigen"
4,"M_SD_Snow_1988_SON","Plant-Seed Dispersers",43,0.8696,132,1,0.287,0.5089,1,0.2828,-0.2837,0.4904,0,1,20,0.2545,0.7211,0.3079,1,1,6.6,0.0736,0.0193,-0.0544,NA,0.0725,0.1007,1,0.2237,NA,0,0.0435,0.581,20,0.0066,0.0106,0.0183,NA,0,0,0,0,0,0,0,0.28695652173913,-0.0697674418604651,3.06976744186047,1,NA,12.6143046412755,62.1912774960179,594475150812905600,4.88280192258637,0.79638257222463,0,0.452179447397848,0.273252770992115,4.11550151975684,6.87856388595565,35,37,0.768310807356619,0.845385238610146,6.6,5.73913043478261,132,596,505,1384,4107,1064,2274,2925,9626,4504,7093,1454,15394,2535,8235,2140,7231,0.00185395862301437,0.00837090408573154,0.0070927962471383,0.019438475259484,0.057683394429697,0.0149440301127825,0.0319386508237475,0.0410820376690684,0.135198528069214,0.0632593154398236,0.0996221857048554,0.0204216351353249,0.216210901838509,0.0356044326465259,0.115661736822146,0.0300566019185663,0.10156041517437,0.05,-0.95,0.947368421052632,1,1,1,0,0.05,134217776.500017,0,5.25079365079365,0.212539682539683,0,0,0,1,0.197763347763348,0.0516431924882629,4294967306,0.0755107599408745,0.271625593930563,0.472634987125801,0.630885729147889
8,"M_PL_Magrach2017_UK_2011_low","Plant-Pollinator",61,0.9062,98,1,0.1056,0.3023,1,0.265,-0.0988,0.3288,0,1,4,0.2754,1,0.0232,0.1379,0.5028,9.5,0.0169,0.1531,0.012,NA,0.0155,0.0215,6,0.2439,0.7333,0.0542,0.1875,0.4632,5.3333,0.0253,-0.1135,0.0591,NA,0.0258,0.0349,15,3,8,8,0,0.105603448275862,-0.0491803278688525,1.60655737704918,1,NA,10.9903961860139,22.4352849047971,8589934641,4.58496747867057,0.671000466260242,0,0.0952607117577424,0.151186624031145,4.07640638119227,2.07125506072874,51,57,0.68790936701238,0.683243694606857,3.37931034482759,3.0625,98,181,284,800,1440,156,261,1857,4454,1920,1436,164,2396,1204,803,88,279,0.00549913023960496,0.0101565568711071,0.0159362549800797,0.044890859098816,0.0808035463778688,0.00875371752426912,0.0146456427809887,0.104202906683127,0.249929858032658,0.107738061837158,0.0805790920823747,0.00920262611525728,0.134448123000954,0.0675607429437181,0.0450591998204366,0.00493799450086976,0.0156556871107121,1.43611111111111,0.0726851851851852,0.178571428571429,0.838709677419355,0.373878250552983,1.67857142857143,0.0275924381428968,0.0412552891396333,1073741869.66667,0.180779396214429,0.469444444444444,-0.132638888888889,0.258064516129032,0.892857142857143,0.472455591261534,1.41935483870968,0.0326766578035614,0.0381756585933155,2147483650,0.0550025891315189,0.291874161754823,0.268524244128058,0.803912286505781
30,"M_SD_Novoa_2011","Plant-Seed Dispersers",29,3.1429,45,1,0.2922,0.3531,1,0.3964,-0.5937,0.4532,0,1,15,0.2078,0.2952,0.5641,0.6818,0.7083,2.4,0.1566,0.1906,-0.05,NA,0.1591,0.2037,5,0.3454,1,0.1584,0.7143,0.9245,8.4,0.0495,0.0398,0.1162,NA,0.0455,0.0636,56,3,14,14,1,0.292207792207792,0.517241379310345,1.55172413793103,1,NA,20.4879728331248,48.5015117157974,8589934614.5,3.80666248977032,0.755747133285754,0,0.374019102590531,0.273328518746475,1.37567084078712,5.27659574468085,18,14,0.814243476829751,0.641459724024841,2.04545454545455,6.42857142857143,45,193,41,27,403,55,634,11,292,92,94,16,1400,618,570,54,1626,0.00729217306757414,0.0312753200453735,0.00664397990601199,0.00437530384054448,0.0653054610273862,0.0089126559714795,0.1027386161076,0.0017825311942959,0.0473181007940366,0.0149084427159293,0.0152325392967104,0.00259277264624858,0.226867606546751,0.100145843461351,0.0923675255226057,0.00875060768108897,0.263490520175012,0.726190476190476,-0.0547619047619048,0,0.333333333333333,0.258198889747161,1,0.251543209876543,0.0551181102362205,2147483650.5,0,8.31666666666667,0.487777777777778,0,0.333333333333333,0.149071198499986,1,0.5,0.166666666666667,4294967303.5,0.123530904919911,0.511888368863659,0.406060741734987,0.73672630891252
38,"M_PL_Lara-Romero_2016_penalara-Pasture-5","Plant-Pollinator",27,0.2857,37,1,0.2937,0.3478,1,0.4279,-0.6738,0.4121,0,1,1,0.625,NA,0,0.1667,0.4182,3,0.0196,0.0025,0.0058,NA,0,0,3,0.1074,0,0.1531,0.1429,0.3647,2,0.0495,0.0264,4e-04,NA,0.0278,0.0278,0,0,0,0,0,0.293650793650794,-0.555555555555556,1.37037037037037,1,NA,43.5485052724114,31.7407407407407,4294967314.5,3.61091791264422,0.746630982667498,0,0.210409416291769,0.279104308390023,2.02158273381295,0.745019920318725,16,15,0.633625055723046,0.847852487737841,6.16666666666667,1.76190476190476,37,23,119,247,195,26,9,350,413,411,182,21,86,42,35,2,2,0.0168181818181818,0.0104545454545455,0.0540909090909091,0.112272727272727,0.0886363636363636,0.0118181818181818,0.00409090909090909,0.159090909090909,0.187727272727273,0.186818181818182,0.0827272727272727,0.00954545454545455,0.0390909090909091,0.0190909090909091,0.0159090909090909,0.000909090909090909,0.000909090909090909,2.25,0.416666666666667,0.8,0.9,0.547722557505166,1.6,0,0.155405405405405,536870956.16667,0.641895536497917,0.333333333333333,-0.666666666666667,0.55,1,1,2.2,0,0.0337611607142857,134217776.500017,0.522878745280338,0.408437869822485,0.267211958417718,0.652185086082744
50,"M_PL_Olesen2002","Plant-Pollinator",27,0.9286,52,1,0.2857,0.3708,1,0.3095,-0.3611,0.4903,0,1,8,0.2553,0.2857,0.2966,0.6154,0.7959,4.75,0.0819,0.0176,0.1464,NA,0.0686,0.0955,12,0.2409,0.7273,0.3426,0.8571,0.9048,4,0.1056,0.1844,-0.0627,NA,0.1078,0.1444,77,3,17,17,0,0.285714285714286,-0.037037037037037,1.92592592592593,1,NA,15.3846230985772,54.585798816568,8589934618,3.95124371858143,0.759269531377356,0,0.282336295345345,0.439366677278765,4.33333333333333,1.8936170212766,20,17,0.760048481863349,0.739926896696537,4,3.71428571428571,52,96,150,374,604,89,120,725,1661,375,523,117,735,466,365,23,108,0.00789913413337384,0.0145830168616132,0.0227859638462707,0.0568130031900349,0.09175148108765,0.0135196718821206,0.0182287710770166,0.110132158590308,0.252316572991038,0.0569649096156767,0.0794470606106638,0.0177730518000911,0.111651222846726,0.070788394349081,0.0554458453592587,0.00349384778976151,0.0164058939693149,4.075,0.25625,0,0.153846153846154,0.11322770341446,1,0.228787878787879,0.0895522388059702,1073741872.66667,0.0441271640594837,4.05,0.38125,0,0.416666666666667,0.228217732293819,1,0.155555555555556,0.0751445086705202,2147483652,0.294147762824421,0.284545417513221,0.407283430600673,0.671212160023825
54,"M_SD_Snow_1988_DJF","Plant-Seed Dispersers",33,1.2,116,1,0.4296,0.6347,1,0.3801,-0.3617,0.5496,0,1,16,0.4211,0.875,0.1685,0.8889,0.8846,6.75,0.066,0.047,-0.0266,NA,0.0652,0.091,1,0.1528,NA,0,0.0667,0.5904,16,0.0081,0.0073,0.0139,NA,0,0,0,0,0,0,1,0.42962962962963,0.0909090909090909,3.51515151515152,1,NA,20.1071559947424,69.8251377175796,130604389193744448,4.75359019110636,0.849094660231155,0,0.580246458126929,0.364524830086351,2.50130548302872,7.1941309255079,25,23,0.837114978062471,0.864784312580799,6.44444444444444,7.73333333333333,116,603,369,740,2712,1178,2315,1019,3631,2241,4665,1476,8927,1569,7031,3144,6684,0.00239570425444031,0.012453531598513,0.00762081784386617,0.0152829409334986,0.0560099132589839,0.0243287897562991,0.0478108219743907,0.0210450227178852,0.0749896736885585,0.0462825278810409,0.0963444857496902,0.0304832713754647,0.184365964477489,0.0324039653035936,0.145208591491119,0.0649318463444857,0.138042131350682,0.0625,-0.9375,1,1,1,1.11764705882353,0,0.0526315789473684,134217776.500017,0.0213978315270959,3.29246031746032,0.14327876984127,0.0714285714285714,0.117647058823529,0.0857492925712544,1.07142857142857,0.0840909090909091,0.0718085106382979,4294967304,0.0528232947932488,0.143663571804861,0.404226923988601,0.535461868815115
60,"M_SD_Debussche_1989","Plant-Seed Dispersers",74,1.96,207,1,0.169,0.3721,1,0.2445,-0.5009,0.4275,0,1,19,0.1617,0.8012,0.1202,0.3878,0.5808,5.1053,0.0434,0.035,0.0365,NA,0.0437,0.0594,3,0.2981,1,0.0047,0.12,0.6685,22,0.0079,0.0103,0.01,NA,0.0049,0.007,36,3,23,23,1,0.168979591836735,0.324324324324324,2.7972972972973,1,NA,12.265768294422,44.5771426429878,17927790824340346,5.33271879326537,0.749957346093335,0,0.288085053028799,0.172724034270883,2.92901692901693,10.8712160082093,92,93,0.806194100880787,0.764179523396282,4.22448979591837,8.28,207,1601,535,1085,9233,1368,10432,1771,19384,9686,8072,875,65792,25245,24567,4137,54050,0.000869601747605444,0.00672576037640733,0.00224752142497059,0.00455805746933288,0.0387875987229037,0.00574693328852294,0.0438245672996135,0.00743992606284658,0.0814316921525794,0.040690640228533,0.0339102671819862,0.0036758527978491,0.276390522601243,0.106053604436229,0.103205343639724,0.0173794320282306,0.227062678541422,0.144788441692466,-0.285070519435844,0.541666666666667,0.916666666666667,0.552770798392567,1.16666666666667,0.030670347735873,0.0222484409236474,536870956.16667,0.0419951301522823,5.50589133089133,0.23715217531007,0.125,0.625,0.181369062527503,1.20833333333333,0.0473761631089217,0.0444214876033058,4294967305.5,0.242348985472226,0.258178291811644,0.3324496334653,0.760042809197071
66,"M_SD_Lou_2005","Plant-Seed Dispersers",40,2.6364,86,1,0.2696,0.4351,1,0.3057,-0.4658,0.4419,0,1,9,0.2804,0.5278,0.1627,0.3103,0.5506,4.8889,0.0521,-0.092,0.0615,NA,0.0471,0.0663,11,0.2435,0.8182,0.2387,1,1,7.8182,0.0571,0.2189,0.0356,NA,0.0588,0.0805,80,3,25,25,0,0.269592476489028,0.45,2.15,1,NA,24.2059766963213,45.1764937882075,8589934635,4.45434729625351,0.772627865553643,0,0.22982125367418,0.40185623923292,3.31909845788849,2.99598393574297,29,34,0.862660556874695,0.684168725626999,2.96551724137931,7.81818181818182,86,361,181,350,1620,312,1000,544,3573,345,1257,311,4009,3073,2681,382,1942,0.00390429926907886,0.0163889771643892,0.00821718799654969,0.0158895900485767,0.0735461025105552,0.0141644345575884,0.0453988287102193,0.0246969628183593,0.162210014981613,0.0156625959050256,0.0570663276887456,0.0141190357288782,0.182003904299269,0.139510600626504,0.121714259772098,0.0173423525673038,0.0881645253552458,1.9770202020202,0.0888200183654729,0,0,0,1,0.20527314997012,0.0456026058631922,4294967301.5,0.0189094124018943,3.61035353535354,0.290039281705948,0.5,0.714285714285714,0.281718084909506,1,0,0.0909090909090909,2147483652.5,0.268150294552139,0.182203973381188,0.414339862430983,0.632309403784157
82,"A_PH_site04_period01_Martins","Plant-Herbivore",30,0.4286,38,1,0.2011,0.3128,1,0.4003,-0.4183,0.3928,0,1,3,0.35,0.3333,0.0846,0.3333,0.6203,6,0.038,0.001,0.1324,NA,0.027,0.0214,1,0.1288,NA,0,0.0476,0.3458,3,0.0158,0.0274,-0.0185,NA,0,0,0,0,0,0,0,0.201058201058201,-0.4,1.26666666666667,1,NA,21.0249657501025,30.0813008130081,4294967315,3.63758615972639,0.693964464380965,0,0.166104170883583,0.237944066515495,3.41525423728814,1.42700729927007,16,18,0.592824771756678,0.724665580368353,4.22222222222222,1.80952380952381,38,34,106,225,246,28,26,370,601,283,190,18,223,58,55,12,11,0.0150554675118859,0.0134706814580032,0.0419968304278922,0.0891442155309033,0.0974643423137876,0.0110935023771791,0.0103011093502377,0.146592709984152,0.23811410459588,0.112123613312203,0.0752773375594295,0.00713153724247227,0.088351822503962,0.0229793977812995,0.0217908082408875,0.00475435816164818,0.0043581616481775,0.333333333333333,-0.666666666666667,0.75,1,1,1.75,0,0.0909090909090909,134217776.500017,0.317393805514015,1.25757575757576,0.0858585858585859,0.2,0.75,0.5,1.45,0.0106870229007634,0.0526613816534541,536870956.16667,0.299554487608754,0.467288699070591,0.367041809905788,0.766780396742014
88,"A_PH_Macfadyen2009_plant-herb_B2","Plant-Herbivore",21,1.3333,22,1,0.2037,0.1429,1,0.3265,-0.1159,0.3511,0,1,3,0.2583,0,0.4341,0.25,0.4242,2.3333,0.0693,0.0272,0.0116,NA,0.0476,0.0613,1,0.3333,NA,0,0.1111,0.3647,3,0.0268,0.0063,0.0112,NA,0,0,0,0,0,0,0,0.203703703703704,0.142857142857143,1.04761904761905,1,NA,38.3178423203968,21.5686274509804,4294967307,3.09104245335832,0.660178517733866,0,0.146248196248196,0.154761904761905,0.7,0.63013698630137,12,12,0.700230077827479,0.62615460006292,1.83333333333333,2.44444444444444,22,21,15,6,48,2,10,1,27,15,4,0,27,35,6,0,2,0.0912863070539419,0.0871369294605809,0.0622406639004149,0.024896265560166,0.199170124481328,0.00829875518672199,0.04149377593361,0.004149377593361,0.112033195020747,0.0622406639004149,0.016597510373444,0,0.112033195020747,0.145228215767635,0.024896265560166,0,0.00829875518672199,0.333333333333333,-0.666666666666667,0.545454545454545,1,1,2.27272727272727,0,0.0740740740740741,134217776.500017,0.207518749639422,1.66666666666667,0.222222222222222,0.25,0.818181818181818,0.522232967867094,1.625,0.342857142857143,0.128676470588235,536870956.16667,0.386852807234542,0.450526315789474,0.23504421092358,0.738516487277042
