"fold","network","community","metric","value"
0,"A_HP_Macfadyen2009_paras-herb_B7","Host-Parasite","recall",0.2
0,"A_HP_Macfadyen2009_paras-herb_B7","Host-Parasite","precision",0.142857142857143
0,"A_HP_Macfadyen2009_paras-herb_B7","Host-Parasite","specificity",0.896551724137931
0,"A_HP_Macfadyen2009_paras-herb_B7","Host-Parasite","f1",0.166666666666667
0,"A_HP_Macfadyen2009_paras-herb_B7","Host-Parasite","balanced_accuracy",0.548275862068966
0,"A_HP_Macfadyen2009_paras-herb_B7","Host-Parasite","mcc",0.08304547985374
0,"M_PL_Lara-Romero_2016_penalara-Pasture-1","Plant-Pollinator","roc_auc",0.74
0,"M_PL_Lara-Romero_2016_penalara-Pasture-1","Plant-Pollinator","pr_auc",0.3783117834222
0,"M_PL_Lara-Romero_2016_penalara-Pasture-1","Plant-Pollinator","recall",0.666666666666667
0,"M_PL_Lara-Romero_2016_penalara-Pasture-1","Plant-Pollinator","precision",0.235294117647059
0,"M_PL_Lara-Romero_2016_penalara-Pasture-1","Plant-Pollinator","specificity",0.826666666666667
0,"M_PL_Lara-Romero_2016_penalara-Pasture-1","Plant-Pollinator","f1",0.347826086956522
0,"M_PL_Lara-Romero_2016_penalara-Pasture-1","Plant-Pollinator","balanced_accuracy",0.746666666666667
0,"M_PL_Lara-Romero_2016_penalara-Pasture-1","Plant-Pollinator","mcc",0.317272382513641
4,"M_PL_Dupont2009-1","Plant-Pollinator","roc_auc",0.865803265661363
4,"M_PL_Dupont2009-1","Plant-Pollinator","pr_auc",0.333117267509745
4,"M_PL_Dupont2009-1","Plant-Pollinator","recall",0.564705882352941
4,"M_PL_Dupont2009-1","Plant-Pollinator","precision",0.179775280898876
4,"M_PL_Dupont2009-1","Plant-Pollinator","specificity",0.929559343840463
4,"M_PL_Dupont2009-1","Plant-Pollinator","f1",0.272727272727273
4,"M_PL_Dupont2009-1","Plant-Pollinator","balanced_accuracy",0.747132613096702
4,"M_PL_Dupont2009-1","Plant-Pollinator","mcc",0.287417289159898
4,"M_SD_Albrecht_30_2012","Plant-Seed Dispersers","roc_auc",0.726102941176471
4,"M_SD_Albrecht_30_2012","Plant-Seed Dispersers","pr_auc",0.406936277997037
4,"M_SD_Albrecht_30_2012","Plant-Seed Dispersers","recall",0.375
4,"M_SD_Albrecht_30_2012","Plant-Seed Dispersers","precision",0.1875
4,"M_SD_Albrecht_30_2012","Plant-Seed Dispersers","specificity",0.808823529411765
4,"M_SD_Albrecht_30_2012","Plant-Seed Dispersers","f1",0.25
4,"M_SD_Albrecht_30_2012","Plant-Seed Dispersers","balanced_accuracy",0.591911764705882
4,"M_SD_Albrecht_30_2012","Plant-Seed Dispersers","mcc",0.13837732586564
1,"M_PL_Kaiser-Bunbury_2014_061_36","Plant-Pollinator","roc_auc",0.852272727272727
1,"M_PL_Kaiser-Bunbury_2014_061_36","Plant-Pollinator","pr_auc",0.377948741123785
1,"M_PL_Kaiser-Bunbury_2014_061_36","Plant-Pollinator","recall",0.571428571428571
1,"M_PL_Kaiser-Bunbury_2014_061_36","Plant-Pollinator","precision",0.2
1,"M_PL_Kaiser-Bunbury_2014_061_36","Plant-Pollinator","specificity",0.818181818181818
1,"M_PL_Kaiser-Bunbury_2014_061_36","Plant-Pollinator","f1",0.296296296296296
1,"M_PL_Kaiser-Bunbury_2014_061_36","Plant-Pollinator","balanced_accuracy",0.694805194805195
1,"M_PL_Kaiser-Bunbury_2014_061_36","Plant-Pollinator","mcc",0.249675113572944
3,"M_PL_Kaiser-Bunbury_2014_061_02","Plant-Pollinator","roc_auc",0.882183908045977
3,"M_PL_Kaiser-Bunbury_2014_061_02","Plant-Pollinator","pr_auc",0.396464978129742
3,"M_PL_Kaiser-Bunbury_2014_061_02","Plant-Pollinator","recall",0.666666666666667
3,"M_PL_Kaiser-Bunbury_2014_061_02","Plant-Pollinator","precision",0.4
3,"M_PL_Kaiser-Bunbury_2014_061_02","Plant-Pollinator","specificity",0.896551724137931
3,"M_PL_Kaiser-Bunbury_2014_061_02","Plant-Pollinator","f1",0.5
3,"M_PL_Kaiser-Bunbury_2014_061_02","Plant-Pollinator","balanced_accuracy",0.781609195402299
3,"M_PL_Kaiser-Bunbury_2014_061_02","Plant-Pollinator","mcc",0.452136501425918
1,"M_PL_Brosi2017_Belleview_Bench_2013_Control","Plant-Pollinator","roc_auc",0.868371212121212
1,"M_PL_Brosi2017_Belleview_Bench_2013_Control","Plant-Pollinator","pr_auc",0.362422670594866
1,"M_PL_Brosi2017_Belleview_Bench_2013_Control","Plant-Pollinator","recall",0.375
1,"M_PL_Brosi2017_Belleview_Bench_2013_Control","Plant-Pollinator","precision",0.272727272727273
1,"M_PL_Brosi2017_Belleview_Bench_2013_Control","Plant-Pollinator","specificity",0.939393939393939
1,"M_PL_Brosi2017_Belleview_Bench_2013_Control","Plant-Pollinator","f1",0.315789473684211
1,"M_PL_Brosi2017_Belleview_Bench_2013_Control","Plant-Pollinator","balanced_accuracy",0.65719696969697
1,"M_PL_Brosi2017_Belleview_Bench_2013_Control","Plant-Pollinator","mcc",0.271215762905618
1,"M_PL_Sabatino_5","Plant-Pollinator","roc_auc",0.83749805689414
1,"M_PL_Sabatino_5","Plant-Pollinator","pr_auc",0.335991197251824
1,"M_PL_Sabatino_5","Plant-Pollinator","recall",0.428571428571429
1,"M_PL_Sabatino_5","Plant-Pollinator","precision",0.181818181818182
1,"M_PL_Sabatino_5","Plant-Pollinator","specificity",0.941240478781284
1,"M_PL_Sabatino_5","Plant-Pollinator","f1",0.25531914893617
1,"M_PL_Sabatino_5","Plant-Pollinator","balanced_accuracy",0.684905953676356
1,"M_PL_Sabatino_5","Plant-Pollinator","mcc",0.246012820433626
4,"M_PL_Kaiser-Bunbury_2014_061_30","Plant-Pollinator","roc_auc",0.633879781420765
4,"M_PL_Kaiser-Bunbury_2014_061_30","Plant-Pollinator","pr_auc",0.39261964119748
4,"M_PL_Kaiser-Bunbury_2014_061_30","Plant-Pollinator","recall",0.5
4,"M_PL_Kaiser-Bunbury_2014_061_30","Plant-Pollinator","precision",0.214285714285714
4,"M_PL_Kaiser-Bunbury_2014_061_30","Plant-Pollinator","specificity",0.819672131147541
4,"M_PL_Kaiser-Bunbury_2014_061_30","Plant-Pollinator","f1",0.3
4,"M_PL_Kaiser-Bunbury_2014_061_30","Plant-Pollinator","balanced_accuracy",0.659836065573771
4,"M_PL_Kaiser-Bunbury_2014_061_30","Plant-Pollinator","mcc",0.224513968445858
2,"M_PL_Kaiser-Bunbury_2010_060_16","Plant-Pollinator","roc_auc",0.696048150787994
2,"M_PL_Kaiser-Bunbury_2010_060_16","Plant-Pollinator","pr_auc",0.346275233605887
2,"M_PL_Kaiser-Bunbury_2010_060_16","Plant-Pollinator","recall",0.217391304347826
2,"M_PL_Kaiser-Bunbury_2010_060_16","Plant-Pollinator","precision",0.0555555555555556
2,"M_PL_Kaiser-Bunbury_2010_060_16","Plant-Pollinator","specificity",0.845173041894353
2,"M_PL_Kaiser-Bunbury_2010_060_16","Plant-Pollinator","f1",0.0884955752212389
2,"M_PL_Kaiser-Bunbury_2010_060_16","Plant-Pollinator","balanced_accuracy",0.53128217312109
2,"M_PL_Kaiser-Bunbury_2010_060_16","Plant-Pollinator","mcc",0.0337545425904308
1,"M_SD_Beehler1983","Plant-Seed Dispersers","roc_auc",0.80703125
1,"M_SD_Beehler1983","Plant-Seed Dispersers","pr_auc",0.429455141532387
1,"M_SD_Beehler1983","Plant-Seed Dispersers","recall",0.833333333333333
1,"M_SD_Beehler1983","Plant-Seed Dispersers","precision",0.253164556962025
1,"M_SD_Beehler1983","Plant-Seed Dispersers","specificity",0.63125
1,"M_SD_Beehler1983","Plant-Seed Dispersers","f1",0.388349514563107
1,"M_SD_Beehler1983","Plant-Seed Dispersers","balanced_accuracy",0.732291666666667
1,"M_SD_Beehler1983","Plant-Seed Dispersers","mcc",0.316097486634838
4,"M_SD_Jayasekara_2007","Plant-Seed Dispersers","roc_auc",0.641135972461274
4,"M_SD_Jayasekara_2007","Plant-Seed Dispersers","pr_auc",0.358716293449629
4,"M_SD_Jayasekara_2007","Plant-Seed Dispersers","recall",0.357142857142857
4,"M_SD_Jayasekara_2007","Plant-Seed Dispersers","precision",0.0892857142857143
4,"M_SD_Jayasekara_2007","Plant-Seed Dispersers","specificity",0.795180722891566
4,"M_SD_Jayasekara_2007","Plant-Seed Dispersers","f1",0.142857142857143
4,"M_SD_Jayasekara_2007","Plant-Seed Dispersers","balanced_accuracy",0.576161790017212
4,"M_SD_Jayasekara_2007","Plant-Seed Dispersers","mcc",0.083531762202218
4,"M_PL_Orford_2016_Field-55","Plant-Pollinator","roc_auc",0.747399291722001
4,"M_PL_Orford_2016_Field-55","Plant-Pollinator","pr_auc",0.340882568026366
4,"M_PL_Orford_2016_Field-55","Plant-Pollinator","recall",0.388888888888889
4,"M_PL_Orford_2016_Field-55","Plant-Pollinator","precision",0.142857142857143
4,"M_PL_Orford_2016_Field-55","Plant-Pollinator","specificity",0.916334661354582
4,"M_PL_Orford_2016_Field-55","Plant-Pollinator","f1",0.208955223880597
4,"M_PL_Orford_2016_Field-55","Plant-Pollinator","balanced_accuracy",0.652611775121735
4,"M_PL_Orford_2016_Field-55","Plant-Pollinator","mcc",0.190984295562037
4,"M_PL_Kaiser-Bunbury_2014_061_28","Plant-Pollinator","roc_auc",0.843211206896552
4,"M_PL_Kaiser-Bunbury_2014_061_28","Plant-Pollinator","pr_auc",0.369373176421389
4,"M_PL_Kaiser-Bunbury_2014_061_28","Plant-Pollinator","recall",0.5
4,"M_PL_Kaiser-Bunbury_2014_061_28","Plant-Pollinator","precision",0.285714285714286
4,"M_PL_Kaiser-Bunbury_2014_061_28","Plant-Pollinator","specificity",0.913793103448276
4,"M_PL_Kaiser-Bunbury_2014_061_28","Plant-Pollinator","f1",0.363636363636364
4,"M_PL_Kaiser-Bunbury_2014_061_28","Plant-Pollinator","balanced_accuracy",0.706896551724138
4,"M_PL_Kaiser-Bunbury_2014_061_28","Plant-Pollinator","mcc",0.321215782678324
2,"M_SD_Genrich_2017","Plant-Seed Dispersers","roc_auc",0.766319444444444
2,"M_SD_Genrich_2017","Plant-Seed Dispersers","pr_auc",0.358737654809066
2,"M_SD_Genrich_2017","Plant-Seed Dispersers","recall",0.444444444444444
2,"M_SD_Genrich_2017","Plant-Seed Dispersers","precision",0.181818181818182
2,"M_SD_Genrich_2017","Plant-Seed Dispersers","specificity",0.8875
2,"M_SD_Genrich_2017","Plant-Seed Dispersers","f1",0.258064516129032
2,"M_SD_Genrich_2017","Plant-Seed Dispersers","balanced_accuracy",0.665972222222222
2,"M_SD_Genrich_2017","Plant-Seed Dispersers","mcc",0.2215014853031
3,"M_PL_Gilarranz_2015_ElMorro","Plant-Pollinator","roc_auc",0.855083164930825
3,"M_PL_Gilarranz_2015_ElMorro","Plant-Pollinator","pr_auc",0.335991197251824
3,"M_PL_Gilarranz_2015_ElMorro","Plant-Pollinator","recall",0.678571428571429
3,"M_PL_Gilarranz_2015_ElMorro","Plant-Pollinator","precision",0.129251700680272
3,"M_PL_Gilarranz_2015_ElMorro","Plant-Pollinator","specificity",0.860718171926007
3,"M_PL_Gilarranz_2015_ElMorro","Plant-Pollinator","f1",0.217142857142857
3,"M_PL_Gilarranz_2015_ElMorro","Plant-Pollinator","balanced_accuracy",0.769644800248718
3,"M_PL_Gilarranz_2015_ElMorro","Plant-Pollinator","mcc",0.252263929284156
1,"M_SD_Plein_2013_Forest_autumn","Plant-Seed Dispersers","roc_auc",0.736670838548185
1,"M_SD_Plein_2013_Forest_autumn","Plant-Seed Dispersers","pr_auc",0.372135111530471
1,"M_SD_Plein_2013_Forest_autumn","Plant-Seed Dispersers","recall",0.529411764705882
1,"M_SD_Plein_2013_Forest_autumn","Plant-Seed Dispersers","precision",0.138461538461538
1,"M_SD_Plein_2013_Forest_autumn","Plant-Seed Dispersers","specificity",0.761702127659574
1,"M_SD_Plein_2013_Forest_autumn","Plant-Seed Dispersers","f1",0.219512195121951
1,"M_SD_Plein_2013_Forest_autumn","Plant-Seed Dispersers","balanced_accuracy",0.645556946182728
1,"M_SD_Plein_2013_Forest_autumn","Plant-Seed Dispersers","mcc",0.166895198081982
1,"M_SD_Fonseca_2007","Plant-Seed Dispersers","roc_auc",0.873157248157248
1,"M_SD_Fonseca_2007","Plant-Seed Dispersers","pr_auc",0.373747054270085
1,"M_SD_Fonseca_2007","Plant-Seed Dispersers","recall",0.848484848484849
1,"M_SD_Fonseca_2007","Plant-Seed Dispersers","precision",0.184210526315789
1,"M_SD_Fonseca_2007","Plant-Seed Dispersers","specificity",0.720720720720721
1,"M_SD_Fonseca_2007","Plant-Seed Dispersers","f1",0.302702702702703
1,"M_SD_Fonseca_2007","Plant-Seed Dispersers","balanced_accuracy",0.784602784602785
1,"M_SD_Fonseca_2007","Plant-Seed Dispersers","mcc",0.309994594675823
0,"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control","Plant-Pollinator","roc_auc",0.721848739495798
0,"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control","Plant-Pollinator","pr_auc",0.380184092525604
0,"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control","Plant-Pollinator","recall",0.571428571428571
0,"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control","Plant-Pollinator","precision",0.19047619047619
0,"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control","Plant-Pollinator","specificity",0.8
0,"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control","Plant-Pollinator","f1",0.285714285714286
0,"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control","Plant-Pollinator","balanced_accuracy",0.685714285714286
0,"M_PL_Brosi2017_Cold_Springs_Ranch_2014_Control","Plant-Pollinator","mcc",0.234636174384489
1,"A_PH_Macfadyen2009_plant-herb_B9","Plant-Herbivore","roc_auc",0.785082174462705
1,"A_PH_Macfadyen2009_plant-herb_B9","Plant-Herbivore","pr_auc",0.3635481631166
1,"A_PH_Macfadyen2009_plant-herb_B9","Plant-Herbivore","recall",0.428571428571429
1,"A_PH_Macfadyen2009_plant-herb_B9","Plant-Herbivore","precision",0.1875
1,"A_PH_Macfadyen2009_plant-herb_B9","Plant-Herbivore","specificity",0.884955752212389
1,"A_PH_Macfadyen2009_plant-herb_B9","Plant-Herbivore","f1",0.260869565217391
1,"A_PH_Macfadyen2009_plant-herb_B9","Plant-Herbivore","balanced_accuracy",0.656763590391909
1,"A_PH_Macfadyen2009_plant-herb_B9","Plant-Herbivore","mcc",0.216165697266036
3,"M_SD_Dowsett-Lemaire_1988","Plant-Seed Dispersers","roc_auc",0.738678178253657
3,"M_SD_Dowsett-Lemaire_1988","Plant-Seed Dispersers","pr_auc",0.347740709647461
3,"M_SD_Dowsett-Lemaire_1988","Plant-Seed Dispersers","recall",0.578947368421053
3,"M_SD_Dowsett-Lemaire_1988","Plant-Seed Dispersers","precision",0.100456621004566
3,"M_SD_Dowsett-Lemaire_1988","Plant-Seed Dispersers","specificity",0.774212034383954
3,"M_SD_Dowsett-Lemaire_1988","Plant-Seed Dispersers","f1",0.171206225680934
3,"M_SD_Dowsett-Lemaire_1988","Plant-Seed Dispersers","balanced_accuracy",0.676579701402503
3,"M_SD_Dowsett-Lemaire_1988","Plant-Seed Dispersers","mcc",0.165244548283707
2,"M_SD_Plein_2013_Farmland_autumn","Plant-Seed Dispersers","roc_auc",0.810339204174821
2,"M_SD_Plein_2013_Farmland_autumn","Plant-Seed Dispersers","pr_auc",0.365202702502331
2,"M_SD_Plein_2013_Farmland_autumn","Plant-Seed Dispersers","recall",0.642857142857143
2,"M_SD_Plein_2013_Farmland_autumn","Plant-Seed Dispersers","precision",0.2
2,"M_SD_Plein_2013_Farmland_autumn","Plant-Seed Dispersers","specificity",0.835616438356164
2,"M_SD_Plein_2013_Farmland_autumn","Plant-Seed Dispersers","f1",0.305084745762712
2,"M_SD_Plein_2013_Farmland_autumn","Plant-Seed Dispersers","balanced_accuracy",0.739236790606654
2,"M_SD_Plein_2013_Farmland_autumn","Plant-Seed Dispersers","mcc",0.288044015803453
0,"M_SD_Skeate_1985","Plant-Seed Dispersers","roc_auc",0.629383177570093
0,"M_SD_Skeate_1985","Plant-Seed Dispersers","pr_auc",0.350527882942716
0,"M_SD_Skeate_1985","Plant-Seed Dispersers","recall",0.32
0,"M_SD_Skeate_1985","Plant-Seed Dispersers","precision",0.0677966101694915
0,"M_SD_Skeate_1985","Plant-Seed Dispersers","specificity",0.794392523364486
0,"M_SD_Skeate_1985","Plant-Seed Dispersers","f1",0.111888111888112
0,"M_SD_Skeate_1985","Plant-Seed Dispersers","balanced_accuracy",0.557196261682243
0,"M_SD_Skeate_1985","Plant-Seed Dispersers","mcc",0.0579285152213562
3,"A_HP_Hadfield_2013_014","Host-Parasite","roc_auc",0.750506585612969
3,"A_HP_Hadfield_2013_014","Host-Parasite","pr_auc",0.393326417443882
3,"A_HP_Hadfield_2013_014","Host-Parasite","recall",0.785714285714286
3,"A_HP_Hadfield_2013_014","Host-Parasite","precision",0.161764705882353
3,"A_HP_Hadfield_2013_014","Host-Parasite","specificity",0.595744680851064
3,"A_HP_Hadfield_2013_014","Host-Parasite","f1",0.268292682926829
3,"A_HP_Hadfield_2013_014","Host-Parasite","balanced_accuracy",0.690729483282675
3,"A_HP_Hadfield_2013_014","Host-Parasite","mcc",0.220347089985004
1,"M_SD_Ramos-Robles_2018","Plant-Seed Dispersers","roc_auc",0.810731176338113
1,"M_SD_Ramos-Robles_2018","Plant-Seed Dispersers","pr_auc",0.34131198454477
1,"M_SD_Ramos-Robles_2018","Plant-Seed Dispersers","recall",0.5
1,"M_SD_Ramos-Robles_2018","Plant-Seed Dispersers","precision",0.113989637305699
1,"M_SD_Ramos-Robles_2018","Plant-Seed Dispersers","specificity",0.858794384805945
1,"M_SD_Ramos-Robles_2018","Plant-Seed Dispersers","f1",0.185654008438819
1,"M_SD_Ramos-Robles_2018","Plant-Seed Dispersers","balanced_accuracy",0.679397192402973
1,"M_SD_Ramos-Robles_2018","Plant-Seed Dispersers","mcc",0.182937666302095
3,"M_SD_Lambert1989","Plant-Seed Dispersers","roc_auc",0.808412863070539
3,"M_SD_Lambert1989","Plant-Seed Dispersers","pr_auc",0.396679777829848
3,"M_SD_Lambert1989","Plant-Seed Dispersers","recall",0.92
3,"M_SD_Lambert1989","Plant-Seed Dispersers","precision",0.144427001569859
3,"M_SD_Lambert1989","Plant-Seed Dispersers","specificity",0.434647302904564
3,"M_SD_Lambert1989","Plant-Seed Dispersers","f1",0.24966078697422
3,"M_SD_Lambert1989","Plant-Seed Dispersers","balanced_accuracy",0.677323651452282
3,"M_SD_Lambert1989","Plant-Seed Dispersers","mcc",0.211130766628851
3,"M_SD_Ruggera_2016_Los_Chorizos","Plant-Seed Dispersers","roc_auc",0.838003095975232
3,"M_SD_Ruggera_2016_Los_Chorizos","Plant-Seed Dispersers","pr_auc",0.363525206538966
3,"M_SD_Ruggera_2016_Los_Chorizos","Plant-Seed Dispersers","recall",0.8
3,"M_SD_Ruggera_2016_Los_Chorizos","Plant-Seed Dispersers","precision",0.216216216216216
3,"M_SD_Ruggera_2016_Los_Chorizos","Plant-Seed Dispersers","specificity",0.820433436532508
3,"M_SD_Ruggera_2016_Los_Chorizos","Plant-Seed Dispersers","f1",0.340425531914894
3,"M_SD_Ruggera_2016_Los_Chorizos","Plant-Seed Dispersers","balanced_accuracy",0.810216718266254
3,"M_SD_Ruggera_2016_Los_Chorizos","Plant-Seed Dispersers","mcc",0.353443056309166
1,"M_PL_Lara-Romero_2016_nevero-Pasture-9","Plant-Pollinator","roc_auc",0.750455373406193
1,"M_PL_Lara-Romero_2016_nevero-Pasture-9","Plant-Pollinator","pr_auc",0.366572054141677
1,"M_PL_Lara-Romero_2016_nevero-Pasture-9","Plant-Pollinator","recall",0.583333333333333
1,"M_PL_Lara-Romero_2016_nevero-Pasture-9","Plant-Pollinator","precision",0.152173913043478
1,"M_PL_Lara-Romero_2016_nevero-Pasture-9","Plant-Pollinator","specificity",0.786885245901639
1,"M_PL_Lara-Romero_2016_nevero-Pasture-9","Plant-Pollinator","f1",0.241379310344828
1,"M_PL_Lara-Romero_2016_nevero-Pasture-9","Plant-Pollinator","balanced_accuracy",0.685109289617486
1,"M_PL_Lara-Romero_2016_nevero-Pasture-9","Plant-Pollinator","mcc",0.209557074868341
4,"M_PL_Kaiser-Bunbury_2014_061_43","Plant-Pollinator","roc_auc",0.589473684210526
4,"M_PL_Kaiser-Bunbury_2014_061_43","Plant-Pollinator","pr_auc",0.355642983609487
4,"M_PL_Kaiser-Bunbury_2014_061_43","Plant-Pollinator","recall",0.4
4,"M_PL_Kaiser-Bunbury_2014_061_43","Plant-Pollinator","precision",0.125
4,"M_PL_Kaiser-Bunbury_2014_061_43","Plant-Pollinator","specificity",0.852631578947368
4,"M_PL_Kaiser-Bunbury_2014_061_43","Plant-Pollinator","f1",0.19047619047619
4,"M_PL_Kaiser-Bunbury_2014_061_43","Plant-Pollinator","balanced_accuracy",0.626315789473684
4,"M_PL_Kaiser-Bunbury_2014_061_43","Plant-Pollinator","mcc",0.150187852296528
1,"M_SD_Ruggera_2016_Quebrada_del_Port","Plant-Seed Dispersers","roc_auc",0.77705223880597
1,"M_SD_Ruggera_2016_Quebrada_del_Port","Plant-Seed Dispersers","pr_auc",0.408205313700342
1,"M_SD_Ruggera_2016_Quebrada_del_Port","Plant-Seed Dispersers","recall",0.625
1,"M_SD_Ruggera_2016_Quebrada_del_Port","Plant-Seed Dispersers","precision",0.294117647058824
1,"M_SD_Ruggera_2016_Quebrada_del_Port","Plant-Seed Dispersers","specificity",0.82089552238806
1,"M_SD_Ruggera_2016_Quebrada_del_Port","Plant-Seed Dispersers","f1",0.4
1,"M_SD_Ruggera_2016_Quebrada_del_Port","Plant-Seed Dispersers","balanced_accuracy",0.72294776119403
1,"M_SD_Ruggera_2016_Quebrada_del_Port","Plant-Seed Dispersers","mcc",0.328758544187083
1,"M_PL_Gilarranz_2015_PiedraAlta","Plant-Pollinator","roc_auc",0.719420010995052
1,"M_PL_Gilarranz_2015_PiedraAlta","Plant-Pollinator","pr_auc",0.332322360980512
1,"M_PL_Gilarranz_2015_PiedraAlta","Plant-Pollinator","recall",0.294117647058824
1,"M_PL_Gilarranz_2015_PiedraAlta","Plant-Pollinator","precision",0.0699300699300699
1,"M_PL_Gilarranz_2015_PiedraAlta","Plant-Pollinator","specificity",0.896417445482866
1,"M_PL_Gilarranz_2015_PiedraAlta","Plant-Pollinator","f1",0.112994350282486
1,"M_PL_Gilarranz_2015_PiedraAlta","Plant-Pollinator","balanced_accuracy",0.595267546270845
1,"M_PL_Gilarranz_2015_PiedraAlta","Plant-Pollinator","mcc",0.0971202951599469
4,"M_PL_Kaiser-Bunbury_2010_060_21","Plant-Pollinator","roc_auc",0.805714285714286
4,"M_PL_Kaiser-Bunbury_2010_060_21","Plant-Pollinator","pr_auc",0.370222433372644
4,"M_PL_Kaiser-Bunbury_2010_060_21","Plant-Pollinator","recall",0.571428571428571
4,"M_PL_Kaiser-Bunbury_2010_060_21","Plant-Pollinator","precision",0.266666666666667
4,"M_PL_Kaiser-Bunbury_2010_060_21","Plant-Pollinator","specificity",0.89
4,"M_PL_Kaiser-Bunbury_2010_060_21","Plant-Pollinator","f1",0.363636363636364
4,"M_PL_Kaiser-Bunbury_2010_060_21","Plant-Pollinator","balanced_accuracy",0.730714285714286
4,"M_PL_Kaiser-Bunbury_2010_060_21","Plant-Pollinator","mcc",0.328635109500929
0,"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation","Plant-Pollinator","roc_auc",0.848333333333333
0,"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation","Plant-Pollinator","pr_auc",0.398871718160307
0,"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation","Plant-Pollinator","recall",0.625
0,"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation","Plant-Pollinator","precision",0.25
0,"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation","Plant-Pollinator","specificity",0.8
0,"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation","Plant-Pollinator","f1",0.357142857142857
0,"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation","Plant-Pollinator","balanced_accuracy",0.7125
0,"M_PL_Brosi2017_Past_Rustlers_2013_Manipulation","Plant-Pollinator","mcc",0.293277862720501
4,"A_HP_Arthur1976","Host-Parasite","roc_auc",0.89625
4,"A_HP_Arthur1976","Host-Parasite","pr_auc",0.414338734410194
4,"A_HP_Arthur1976","Host-Parasite","recall",0.875
4,"A_HP_Arthur1976","Host-Parasite","precision",0.325581395348837
4,"A_HP_Arthur1976","Host-Parasite","specificity",0.768
4,"A_HP_Arthur1976","Host-Parasite","f1",0.474576271186441
4,"A_HP_Arthur1976","Host-Parasite","balanced_accuracy",0.8215
4,"A_HP_Arthur1976","Host-Parasite","mcc",0.442974478079393
0,"M_SD_Souza_Laurindo_2017","Plant-Seed Dispersers","roc_auc",0.778388278388278
0,"M_SD_Souza_Laurindo_2017","Plant-Seed Dispersers","pr_auc",0.385990139998778
0,"M_SD_Souza_Laurindo_2017","Plant-Seed Dispersers","recall",0.428571428571429
0,"M_SD_Souza_Laurindo_2017","Plant-Seed Dispersers","precision",0.166666666666667
0,"M_SD_Souza_Laurindo_2017","Plant-Seed Dispersers","specificity",0.807692307692308
0,"M_SD_Souza_Laurindo_2017","Plant-Seed Dispersers","f1",0.24
0,"M_SD_Souza_Laurindo_2017","Plant-Seed Dispersers","balanced_accuracy",0.618131868131868
0,"M_SD_Souza_Laurindo_2017","Plant-Seed Dispersers","mcc",0.158971669456863
3,"M_PL_Lara-Romero_2016_penalara-Pasture-8","Plant-Pollinator","roc_auc",0.774171270718232
3,"M_PL_Lara-Romero_2016_penalara-Pasture-8","Plant-Pollinator","pr_auc",0.367172609673577
3,"M_PL_Lara-Romero_2016_penalara-Pasture-8","Plant-Pollinator","recall",0.916666666666667
3,"M_PL_Lara-Romero_2016_penalara-Pasture-8","Plant-Pollinator","precision",0.132530120481928
3,"M_PL_Lara-Romero_2016_penalara-Pasture-8","Plant-Pollinator","specificity",0.602209944751381
3,"M_PL_Lara-Romero_2016_penalara-Pasture-8","Plant-Pollinator","f1",0.231578947368421
3,"M_PL_Lara-Romero_2016_penalara-Pasture-8","Plant-Pollinator","balanced_accuracy",0.759438305709024
3,"M_PL_Lara-Romero_2016_penalara-Pasture-8","Plant-Pollinator","mcc",0.253080460965851
2,"M_PL_Carstensen2017_Gomera","Plant-Pollinator","roc_auc",0.787932981927711
2,"M_PL_Carstensen2017_Gomera","Plant-Pollinator","pr_auc",0.341141892918687
2,"M_PL_Carstensen2017_Gomera","Plant-Pollinator","recall",0.416666666666667
2,"M_PL_Carstensen2017_Gomera","Plant-Pollinator","precision",0.126582278481013
2,"M_PL_Carstensen2017_Gomera","Plant-Pollinator","specificity",0.896084337349398
2,"M_PL_Carstensen2017_Gomera","Plant-Pollinator","f1",0.194174757281553
2,"M_PL_Carstensen2017_Gomera","Plant-Pollinator","balanced_accuracy",0.656375502008032
2,"M_PL_Carstensen2017_Gomera","Plant-Pollinator","mcc",0.179997378959625
1,"M_SD_Wilms_2006","Plant-Seed Dispersers","roc_auc",0.751056067588326
1,"M_SD_Wilms_2006","Plant-Seed Dispersers","pr_auc",0.342479997083206
1,"M_SD_Wilms_2006","Plant-Seed Dispersers","recall",0.357142857142857
1,"M_SD_Wilms_2006","Plant-Seed Dispersers","precision",0.111111111111111
1,"M_SD_Wilms_2006","Plant-Seed Dispersers","specificity",0.89247311827957
1,"M_SD_Wilms_2006","Plant-Seed Dispersers","f1",0.169491525423729
