"community","average_clustering","bipartite_clustering","cent_between","cent_close","cent_eigen","compartment.diversity","connectance","connected_components","degree_assortativity_coefficient","edge_connectivity","Fisher.alpha","global_efficiency","H2","interaction.evenness","interactions_count","links.per.species","local_efficiency","nestedness","NODF","number.of.compartments","Shannon.diversity","network_size","species_ratio","Spectral_bipartivity","web.asymmetry","motif_1_norm","motif_2_norm","motif_3_norm","motif_4_norm","motif_5_norm","motif_6_norm","motif_7_norm","motif_8_norm","motif_9_norm","motif_10_norm","motif_11_norm","motif_12_norm","motif_13_norm","motif_14_norm","motif_15_norm","motif_16_norm","motif_17_norm"
"Plant-Seed Dispersers",0.4248,0.6094,0.286771277612996,0.43113778930312,0.475995604089604,NA,0.518518518518518,1,-0.433,1,8589934620,0.5921,0,0.859726371489919,56,2.66666666666667,0,12.7437292970727,82.0063025210084,1,4.02535169073515,21,1.3333,1,0.142857142857143,0.0072850266684012,0.0239365161961754,0.0175621178613243,0.0273188500065045,0.0833875374008066,0.0325224404839339,0.0552881488226877,0.029530375959412,0.0948354364511513,0.0313516326265123,0.103291270976974,0.0288799271497333,0.153505919084168,0.0294002861974763,0.142708468843502,0.0425393521529856,0.0966566931182516
"Plant-Seed Dispersers",0.4037,0.5096,0.380647573888908,0.33616684698363,0.768856429214492,NA,0.35989010989011,1,-0.7457,1,17877925793501124,0.4548,0,0.826703428912711,131,2.22033898305085,0,18.0541641839573,56.4607874184712,1,4.87519732320115,59,7.4286,1,0.76271186440678,0.000784647268109779,0.00877487212046432,0.00112605867484457,0.0012218934556824,0.0225271631706937,0.00585191130491033,0.0724331252919966,0.000880482048947614,0.024419900092241,0.00328833091749823,0.0119074715191011,0.00379745319069923,0.161110245936006,0.0707620063011368,0.117960635863771,0.0233237897864082,0.469830013057489
"Plant-Seed Dispersers",0.4228,0.5424,0.464212356143227,0.393485025914837,0.707412148041266,NA,0.447368421052632,1,-0.8069,1,35335935537830096,0.482,0,0.851847189211811,102,2.31818181818182,0,32.4614224618224,56.3107545889579,1,4.62497281328427,44,6.3333,1,0.727272727272727,0.00157109190887667,0.0135391155676725,0.00214099779739076,0.00200237204072517,0.031960938342344,0.00947276003881521,0.0807263989649277,0.00117061750073164,0.0296967176501394,0.00614574187884109,0.0157263219506184,0.00593010181291684,0.151148283351047,0.105956286678065,0.136484758868198,0.0268779939312724,0.379449501717419
"Plant-Pollinator",0.5154,0.1463,0.574638350261619,0.375481225613081,0.760567249679148,NA,0.28,1,-0.6446,1,4294967306.5,0.4326,0,0.705160583575934,21,1.05,0,25.8039806247312,34.3478260869565,1,3.04452243772342,20,0.3333,1,-0.5,0.0279255319148936,0.011968085106383,0.0757978723404255,0.143617021276596,0.0930851063829787,0.00398936170212766,0.00531914893617021,0.188829787234043,0.222074468085106,0.123670212765957,0.0359042553191489,0.00132978723404255,0.0531914893617021,0.00664893617021277,0.00531914893617021,0,0.00132978723404255
"Plant-Seed Dispersers",0.298,0.2585,0.269992441070872,0.297511793656503,0.682022522473955,NA,0.175,1,-0.4308,1,8589934623.5,0.4242,0,0.703884046944171,63,1.65789473684211,0,10.8709675963987,39.4686241843676,1,4.14313472639153,38,0.9,1,-0.0526315789473684,0.00607228915662651,0.015421686746988,0.0148433734939759,0.0308433734939759,0.0862650602409639,0.00751807228915663,0.0360481927710843,0.0487710843373494,0.204915662650602,0.0748915662650602,0.0527228915662651,0.00308433734939759,0.226987951807229,0.0674698795180723,0.0572530120481928,0.00559036144578313,0.0613012048192771
"Plant-Pollinator",0.3234,0.3093,0.27138020489821,0.203442627481174,0.660463671493458,NA,0.307692307692308,1,-0.4017,1,4294967310,0.4522,0,0.738707225388235,28,1.4,0,32.1192896625602,38.6868686868687,1,3.3322045101752,20,0.5385,1,-0.3,0.028169014084507,0.0251509054325956,0.0573440643863179,0.0784708249496982,0.134808853118712,0.0150905432595573,0.0130784708249497,0.0784708249496982,0.170020120724346,0.14989939637827,0.0824949698189135,0.00503018108651911,0.0724346076458753,0.0533199195171026,0.0311871227364185,0.00201207243460765,0.00301810865191147
"Host-Parasite",0.3721,0.4242,0.447263794406651,0.43814998129025,0.630211670341559,NA,0.294642857142857,1,-0.2311,1,4294967312.5,0.4514,0,0.741021171529239,33,1.5,0,27.5604650137875,40.5322128851541,1,3.49650756146648,22,1.75,1,0.272727272727273,0.0211538461538462,0.0416666666666667,0.0282051282051282,0.032051282051282,0.121794871794872,0.0224358974358974,0.0493589743589744,0.0262820512820513,0.169871794871795,0.0153846153846154,0.0621794871794872,0.00961538461538462,0.151923076923077,0.137820512820513,0.058974358974359,0.0141025641025641,0.0371794871794872
"Plant-Seed Dispersers",0.509,0.4447,0.583305615871843,0.46037457369799,0.905355514169413,NA,0.380208333333333,1,-0.7547,1,35735083999787812,0.4448,0,0.859174992559263,365,1.85279187817259,0,22.4172094520759,54.2738635400115,1,5.89989735358249,197,38.4,1,0.949238578680203,1.51441241399953e-05,0.000757330679252969,1.09535582820788e-05,4.89590862608066e-06,0.00109896552355083,0.000219983962165082,0.0290724862921819,1.28621328312289e-06,0.000465941134499033,0.000160693678888224,0.000254296813298715,3.62214256827832e-05,0.0402656536616812,0.0162117641464894,0.022487240245597,0.00392336542103549,0.885013777211346
"Plant-Pollinator",0.5898,0.2256,0.633466534401438,0.398412878518126,0.781437104617021,NA,0.214285714285714,1,-0.6491,1,8589934616,0.3939,0,0.715346305692128,48,1.23076923076923,0,21.8580118139629,20.805178058563,1,3.87120101090789,39,0.2188,1,-0.641025641025641,0.00630086636912575,0.00446311367813074,0.0305854555001313,0.118141244421108,0.0468626936203728,0.00341296928327645,0.00420057757941717,0.361643475977947,0.209766342872145,0.108164872669992,0.027041218167498,0.00157521659228144,0.0632711997899711,0.00328170123391966,0.00695720661590969,0.00170648464163823,0.00262536098713573
"Host-Parasite",0.4258,0.239,0.775104126984127,0.547026998721923,0.801775388017277,NA,0.275,1,-0.5295,1,4294967312.5,0.4567,0,0.730342264660416,33,1.26923076923077,0,27.6069493937768,44.2886178861789,1,3.49650756146648,26,0.3,1,-0.538461538461538,0.00751366120218579,0.00341530054644809,0.035063752276867,0.140482695810565,0.043488160291439,0.00341530054644809,0.000455373406193078,0.430327868852459,0.220173041894353,0.0487249544626594,0.0455373406193078,0.00250455373406193,0.00591985428051002,0.0109289617486339,0.00182149362477231,0.000227686703096539,0
"Plant-Seed Dispersers",0.3911,0.4183,0.610084867794927,0.510916712922165,0.742508473973289,NA,0.349206349206349,1,-0.582,1,8589934614,0.4845,0,0.782458447775556,44,1.62962962962963,0,20.5214551741382,56.1839506172839,1,3.78418963391826,27,3.5,1,0.555555555555556,0.00588943916477045,0.0289117922634186,0.00508633382411993,0.0028108686922768,0.0528711015928256,0.00950341319769776,0.111631642350422,0.000936956230758934,0.028108686922768,0.0103065185383483,0.0132512381207335,0.00240931602195155,0.210547450140543,0.0588943916477045,0.100522018471423,0.0127158345602998,0.345602998259938
"Plant-Pollinator",0.3961,0.2252,0.418842918448721,0.370612672042225,0.799231779775852,NA,0.18,1,-0.5464,1,8589934623.5,0.3825,0,0.7072690345093,63,1.4,0,21.5702938369399,27.9062161796537,1,4.14313472639153,45,0.2857,1,-0.555555555555556,0.00587686567164179,0.00569029850746269,0.0249067164179104,0.0816231343283582,0.0654850746268657,0.00475746268656716,0.00690298507462687,0.215111940298507,0.254944029850746,0.13535447761194,0.0637126865671642,0.00345149253731343,0.0940298507462687,0.0138992537313433,0.0153917910447761,0.00167910447761194,0.00718283582089552
"Plant-Pollinator",0.3843,0.2878,0.268119816509723,0.307703736895106,0.674543138439702,NA,0.280788177339901,1,-0.7251,1,8589934620.5,0.4177,0,0.760943822577663,57,1.58333333333333,0,38.7463433203876,32.8560614509092,1,4.04305126783455,36,0.2414,1,-0.611111111111111,0.00768712070128119,0.00714767363452461,0.031018206338503,0.0811867835468645,0.0787592717464599,0.00795684423465947,0.00552933243425489,0.150775455158463,0.214025623735671,0.205529332434255,0.0852326365475388,0.00593391773432232,0.0687795010114633,0.0250842886041807,0.0207687120701281,0.00161834120026972,0.00296695886716116
"Plant-Pollinator",0.3752,0.3237,0.385556424344886,0.369783879300431,0.700737817046996,NA,0.269736842105263,1,-0.5333,1,4294967316.5,0.4519,0,0.739183993587243,41,1.51851851851852,0,24.1398618378449,42.9201563372418,1,3.71357206670431,27,0.4211,1,-0.407407407407407,0.0107781282860147,0.0123554153522608,0.0344374342797056,0.0867507886435331,0.0856992639327024,0.0102523659305994,0.0131440588853838,0.16745531019979,0.214511041009464,0.110672975814932,0.0715036803364879,0.00998948475289169,0.112250262881178,0.0173501577287066,0.0302313354363828,0.00184016824395373,0.0107781282860147
"Plant-Herbivore",0.5263,0,0.837585034013605,0.490252580787878,0.866607754365942,NA,0.147368421052632,1,-0.455,1,4294967310,0.3924,0,0.635065603730526,28,0.96551724137931,0,13.3017557348143,28.0092592592593,1,3.3322045101752,29,1.9,1,0.310344827586207,0.00971547536433033,0.0381679389312977,0.00485773768216516,0.00208188757807078,0.0388619014573213,0,0.15822345593338,0.000346981263011797,0.0232477446217904,0.00798056904927134,0,0,0.222761970853574,0.0201249132546842,0,0,0.473629424011103
"Plant-Pollinator",0.3782,0.136,0.451375691783738,0.306966441856766,0.769836439930306,NA,0.175213675213675,1,-0.5216,1,4294967316.5,0.4143,0,0.680724743452762,41,1.32258064516129,0,10.5573680369163,39.7907647907648,1,3.71357206670431,31,1.3846,1,0.161290322580645,0.0126465144972239,0.0326958667489204,0.0163479333744602,0.0175817396668723,0.094077729796422,0.00370141887723627,0.081431215299198,0.01326341764343,0.106415792720543,0.0512029611351018,0.0157310302282542,0,0.27143738433066,0.0885256014805676,0.0314620604565083,0.00123380629241209,0.16224552745219
"Plant-Pollinator",0.527,0.1301,0.479091106217677,0.243605273963334,0.834301961301653,NA,0.156756756756757,1,-0.6324,1,8589934621,0.3655,0,0.686639206351119,58,1.23404255319149,0,14.7517691646294,22.4715509525636,1,4.06044301054642,47,0.2703,1,-0.574468085106383,0.00675518285581179,0.004425809457256,0.0316794782203587,0.120545073375262,0.0498485907290939,0.00186349871884463,0.0032611227579781,0.355928255299324,0.236780805963196,0.100512462147682,0.0234102026554857,0.000349406009783368,0.0440251572327044,0.0137433030514792,0.00477521546703937,0.000232937339855579,0.00186349871884463
"Plant-Herbivore",0.606,0.0773,0.550546103759714,0.252191430204252,0.743065061752224,NA,0.14327485380117,1,-0.7149,1,8589934616.5,0.31,0,0.667000263331569,49,1.04255319148936,0,21.48377467472,13.0090534183904,1,3.89182029811063,47,4.2222,1,0.617021276595745,0.0151515151515152,0.0575139146567718,0.00494743351886209,0.00185528756957328,0.0590599876314162,0.00123685837971552,0.153370439084725,0.000309214594928881,0.0321583178726036,0.00587507730364873,0.000927643784786642,0.000309214594928881,0.210575139146568,0.148423005565863,0.0160791589363018,0,0.292207792207792
"Plant-Seed Dispersers",0.3365,0.3641,0.321385416337537,0.28458864882159,0.8399240402387,NA,0.153116531165312,1,-0.5327,1,254453378946433152,0.3708,0,0.742835055152656,226,2.26,0,15.2809061869704,31.2632475532393,1,5.42053499927229,100,4.5556,1,0.64,0.000784795796828175,0.00722289936903807,0.00136818382278894,0.00208700121191917,0.0275129960100426,0.00393786917523518,0.0581721203029451,0.00258704809131412,0.0439659273612457,0.015306990585923,0.0156403551721863,0.00250717949252187,0.247255819121932,0.0870845530657388,0.0810284297486223,0.0123310171439684,0.391206814527751
"Plant-Seed Dispersers",0.2692,0.373,0.340775782568556,0.350056804035872,0.695703418936917,NA,0.181818181818182,1,-0.4593,1,35554733900293464,0.4539,0,0.746142849311111,150,2.58620689655172,0,5.83475327352384,58.9781880089851,1,5.01063529409626,58,0.7576,1,-0.137931034482759,0.00121877894599997,0.00425760111802655,0.00689828883435982,0.0376277686595057,0.0466629832458521,0.00693891479922648,0.0127890537400263,0.174935404715862,0.267456977103206,0.0587938963550384,0.0892714951980109,0.0121065375302663,0.142418382436583,0.0451760729317321,0.0542437882899719,0.00831207241171978,0.0308919836846125
"Plant-Pollinator",0.4622,0.4055,0.533387978984362,0.403328206880237,0.780790813572445,NA,0.263392857142857,1,-0.723,1,8589934621.5,0.4505,0,0.753474526019305,59,1.51282051282051,0,16.4311324571899,53.4001832434083,1,4.07753744390572,39,4.5714,1,0.641025641025641,0.00246141009595328,0.0190654985398415,0.0017939090529829,0.000792657488527326,0.0291197329995828,0.0049645390070922,0.110095953274927,0.000125156445556946,0.0132248644138506,0.00450563204005006,0.00550688360450563,0.000959532749269921,0.169712140175219,0.065790571547768,0.0844806007509387,0.0115561118064247,0.475844806007509
"Host-Parasite",0.2702,0.373,0.209729304362019,0.300813895989652,0.672230322303745,NA,0.20777027027027,1,-0.4624,1,17869121102147514,0.4147,0,0.753846534610809,123,2.32075471698113,0,23.0525955952885,35.6404579305343,1,4.81218435537242,53,0.4324,1,-0.39622641509434,0.00245587413145915,0.00481191598115167,0.0126786997843623,0.0482589250059899,0.0604184969251657,0.00898490535899689,0.00776695152144397,0.138567207092085,0.2319902563693,0.155319063972526,0.113030109416181,0.0125589010462423,0.10480392939861,0.03853526076192,0.0434869419375449,0.00585017171152464,0.0104823895854964
"Plant-Seed Dispersers",0.3253,0.2693,0.563465515005187,0.448424069998965,0.828530702466399,NA,0.167091836734694,1,-0.4326,1,17877925793501124,0.4253,0,0.73152732797676,131,2.01538461538462,0,11.3008733292136,42.9940916812853,1,4.87519732320115,65,3.0625,1,0.507692307692308,0.000999214358176396,0.00781065269292083,0.00154840087564739,0.00206707703103667,0.0279017261237348,0.00257049800538508,0.0621572351509882,0.0021509805267614,0.0417991960519591,0.0163916920284051,0.0100836746680091,0.00113651098754414,0.26701143375819,0.0586027779684675,0.0575349152956073,0.00425619551040022,0.435977818966767
"Plant-Seed Dispersers",0.468,0.4235,0.508412068531116,0.357241603803515,0.62173445201662,NA,0.411764705882353,1,-0.6945,1,4294967313.5,0.5007,0,0.800276199104165,35,1.59090909090909,0,23.4917776505086,55.4794520547945,1,3.55534806148941,22,3.4,1,0.545454545454545,0.0108493490390577,0.0412275263484191,0.0102293862368258,0.00712957222566646,0.0759454432734036,0.013949163050217,0.110973341599504,0.00309981401115933,0.0579665220086795,0.00619962802231866,0.0216986980781153,0.00495970241785493,0.19590824550527,0.102293862368258,0.106013639181649,0.0108493490390577,0.220706757594544
"Plant-Seed Dispersers",0.4062,0.5875,0.231241212222379,0.335108020528546,0.562463673572292,NA,0.470588235294118,1,-0.5851,1,8589934620,0.5389,0,0.842278232930611,56,2.33333333333333,0,23.478493679652,63.7981498331817,1,4.02535169073515,24,0.4118,1,-0.416666666666667,0.00656660412757974,0.0117260787992495,0.0268527204502814,0.0751641651031895,0.0737570356472795,0.026266416510319,0.0147748592870544,0.157833020637899,0.156543151969981,0.0689493433395872,0.158888367729831,0.0384615384615385,0.088297373358349,0.00961538461538462,0.0521810506566604,0.0216932457786116,0.0124296435272045
"Plant-Seed Dispersers",0.2968,0.3561,0.345072679252534,0.312037970004316,0.65836909625918,NA,0.269360269360269,1,-0.4623,1,8589934632,0.4617,0,0.769622898978762,80,2.10526315789474,0,27.0643020836452,48.9470443349754,1,4.38202663467388,38,0.4074,1,-0.421052631578947,0.00363438124659277,0.00658731600944939,0.0161729965473378,0.0588769761948028,0.0660548791568236,0.00913138288206433,0.00985825913138288,0.176540069053244,0.244230419771034,0.109440305288025,0.0999454842813011,0.00904052335089951,0.10198982373251,0.0328911502816645,0.0381155733236416,0.00622387788479011,0.0112665818644376
"Plant-Pollinator",0.3949,0.3625,0.426789809469323,0.291984088726648,0.707178358706854,NA,0.279761904761905,1,-0.7031,1,8589934615.5,0.4473,0,0.75140020835167,47,1.51612903225806,0,22.7788448049792,46.9135802469136,1,3.85014760171006,31,3.4286,1,0.548387096774194,0.00661971830985915,0.0322535211267606,0.0052112676056338,0.00267605633802817,0.0594366197183099,0.00845070422535211,0.111830985915493,0.000845070422535211,0.0323943661971831,0.0143661971830986,0.0130985915492958,0.00112676056338028,0.210281690140845,0.121267605633803,0.0967605633802817,0.0122535211267606,0.27112676056338
"Plant-Seed Dispersers",0.4807,0.3338,0.631448029722058,0.453252370643931,0.795645579394221,NA,0.361111111111111,1,-0.6687,1,8589934624.5,0.4577,0,0.803855566252209,65,1.58536585365854,0,27.1519299534908,47.6381138392857,1,4.17438726989564,41,0.1389,1,-0.75609756097561,0.00195865726511179,0.00147652624600735,0.0157295244982824,0.0996504550111493,0.0259748086542518,0.00325438437895498,0.000903995660820828,0.510606882420298,0.170885313083831,0.0749412402820466,0.0632194298800699,0.00455011149279817,0.0171457843669017,0.00343518351111915,0.00494184294582053,0.000964262038208883,0.000361598264328331
"Plant-Seed Dispersers",0.3273,0.4835,0.26058311368134,0.372907014914007,0.601817254584979,NA,0.32579185520362,1,-0.374,1,8589934628,0.5073,0,0.792244760946835,72,2.4,0,18.9435407635085,60.0617489986649,1,4.27666611901606,30,0.7647,1,-0.133333333333333,0.00468902637577336,0.0120481927710843,0.0163464669488766,0.0430478671442527,0.0773689352002605,0.0181048518397916,0.02455226310648,0.0847932269619017,0.194399218495604,0.0592640833604689,0.107782481276457,0.0255291436014328,0.150569846955389,0.0404428524910453,0.0847281015955715,0.0149137088896125,0.041419732985998
"Plant-Pollinator",0.3182,0.3703,0.217282074032552,0.411829031893262,0.703278089651778,NA,0.221445221445221,1,-0.5966,1,8589934639.5,0.4032,0,0.751284213103985,95,1.9,0,25.3033480688311,33.4792650119283,1,4.55387689160054,50,0.2821,1,-0.56,0.00342268338377288,0.00554834990632656,0.0167531344574146,0.0544747081712062,0.0666522553682087,0.00979968295143392,0.00857472258250468,0.126567228707307,0.204424268626603,0.182338953739732,0.116046980832973,0.0118172647355527,0.119577748955181,0.019419224672143,0.0360282461449777,0.00785415765960513,0.0107003891050584
"Plant-Seed Dispersers",0.2918,0.4628,0.193936312130919,0.24353324582441,0.571062026601078,NA,0.31875,1,-0.0944,2,35335935537830096,0.4898,0,0.801788391571269,102,2.83333333333333,0,41.4551932505397,41.6614183307732,1,4.62497281328427,36,1.25,1,0.111111111111111,0.00409326216942895,0.0132027769974718,0.0115975761467154,0.0234760624423131,0.0791765319635619,0.0170552590392873,0.0284521850796581,0.034832858461415,0.148882378907661,0.0910550182591597,0.0927806091737229,0.0182992896986235,0.155263052289418,0.11425017055259,0.106063646213732,0.0164934387415225,0.0450258838637184
"Plant-Pollinator",0.3171,0.2404,0.268521350217232,0.284246026732557,0.729637956474317,NA,0.157790927021696,1,-0.4032,1,8589934632,0.3619,0,0.70354321155527,80,1.53846153846154,0,25.9007850512388,22.9680768966483,1,4.38202663467388,52,0.3333,1,-0.5,0.0064740632839686,0.00801165331391114,0.0224164441207413,0.054220280003237,0.0848911548110383,0.00671684065711742,0.00914461438860565,0.0968681718863802,0.239540341506838,0.194302824310108,0.0730759893177956,0.00396536376143077,0.123088128186453,0.0421623371368455,0.0244395888969815,0.00372258638828195,0.00695961803026625
"Host-Parasite",0.4365,0.1714,0.517236842105263,0.3136651452951,0.757906099448949,NA,0.224489795918367,1,-0.5286,1,4294967307,0.3862,0,0.674168893833588,22,1.04761904761905,0,26.449307915682,29.2857142857143,1,3.09104245335832,21,2,1,0.333333333333333,0.0486725663716814,0.0929203539823009,0.0221238938053097,0.00442477876106195,0.128318584070796,0.00663716814159292,0.121681415929204,0,0.0353982300884956,0.0221238938053097,0.00884955752212389,0,0.212389380530973,0.154867256637168,0.0398230088495575,0.00221238938053097,0.0995575221238938
"Plant-Herbivore",0.5279,0.2008,0.486845094544056,0.271138348419009,0.835970416165687,NA,0.189814814814815,1,-0.5733,1,4294967316.5,0.3693,0,0.690861344297184,41,1.17142857142857,0,21.1201386989256,24.4063324538259,1,3.71357206670431,35,0.2963,1,-0.542857142857143,0.0102963335007534,0.00577599196383727,0.041687594173782,0.146408839779006,0.0479658463083877,0.00301356102461075,0.00301356102461075,0.396032144650929,0.16926167754897,0.0914113510798594,0.0401808136614766,0.00251130085384229,0.0258663987945756,0.0118031140130588,0.00401808136614766,0,0.000753390256152687
"Plant-Seed Dispersers",0.2904,0.1996,0.278412694061108,0.246863950015298,0.742399155972257,NA,0.145833333333333,1,-0.1807,1,8589934620,0.3501,0,0.676456643994633,56,1.4,0,21.0865892334977,21.4141414141414,1,4.02535169073515,40,1.5,1,0.2,0.018058690744921,0.0335375685262818,0.0219284101902612,0.0199935504675911,0.124153498871332,0.00773943889068043,0.0464366333440826,0.0119316349564657,0.145759432441148,0.0867462108997098,0.0277329893582715,0.00225733634311512,0.211222186391487,0.143824572718478,0.0464366333440826,0.00128990648178007,0.0509513060303128
"Plant-Pollinator",0.3562,0.3494,0.502640992945702,0.485028751280073,0.625413477744839,NA,0.313131313131313,1,-0.3785,1,2147483696.53226,0.4982,0,0.7473117821692,31,1.55,0,16.8270169282819,57.1428571428571,1,3.43398720448515,20,0.8182,1,-0.1,0.0165245202558635,0.0287846481876333,0.0314498933901919,0.0421108742004264,0.115138592750533,0.0154584221748401,0.0485074626865672,0.0383795309168444,0.155650319829424,0.0634328358208955,0.0628997867803838,0.00852878464818763,0.217484008528785,0.017590618336887,0.0660980810234542,0.00426439232409382,0.0676972281449893
"Plant-Seed Dispersers",0.2912,0.2587,0.316748575564472,0.28916521728371,0.740257880967538,NA,0.176470588235294,1,-0.2862,1,8589934619,0.407,0,0.696938016210082,54,1.54285714285714,0,11.2034375211888,38.5899653979239,1,3.98898404656427,35,1.0588,1,0.0285714285714286,0.00866634569090034,0.0213448884609212,0.0154068367838228,0.021505376344086,0.0956507783662334,0.00834536992457069,0.0494302680147649,0.0237522067083935,0.145402022147328,0.0783180869844327,0.0414058738565238,0.00208634248114267,0.25533622211523,0.0698122291766972,0.0651580805649173,0.00529610014443909,0.0930829722355962
"Plant-Seed Dispersers",0.2287,0.3587,0.241034123318192,0.336530855043393,0.686874771401707,NA,0.165591397849462,1,-0.3589,1,69355434261505704,0.4342,0,0.736915373525083,154,2.52459016393443,0,10.0299342580013,49.6582685832686,1,5.03695260241363,61,1.0333,1,0.0163934426229508,0.00137414116177389,0.00613902025519764,0.00563040956545017,0.0195235120906576,0.0541090389934862,0.00756669938431338,0.02541268849826,0.0529222807174088,0.199420005353797,0.0629606495940037,0.0756134558757919,0.0108682073703935,0.235236905505488,0.0608458998840011,0.0830820023199786,0.0112697421254573,0.0880253413045418
"Plant-Pollinator",0.4851,0.1223,0.447617175941276,0.35568811266217,0.752945803478463,NA,0.17037037037037,1,-0.6549,1,8589934615,0.3613,0,0.68387867590711,46,1.17948717948718,0,21.3438965809136,19.7041081117514,1,3.8286413964891,39,0.3,1,-0.538461538461538,0.0147814910025707,0.0106041131105398,0.0443444730077121,0.0902956298200514,0.0922236503856041,0.0032133676092545,0.00996143958868895,0.128856041131105,0.241645244215938,0.180591259640103,0.0276349614395887,0.00032133676092545,0.116966580976864,0.0199228791773779,0.0115681233933162,0.0006426735218509,0.006426735218509
"Plant-Pollinator",0.4838,0.2276,0.547346831557614,0.355386074497553,0.847841406250351,NA,0.182539682539683,1,-0.6058,1,8589934638,0.3884,0,0.726674673358488,92,1.41538461538462,0,19.3149199550568,31.3730579910783,1,4.52178857704904,65,0.1607,1,-0.723076923076923,0.00128008904967302,0.000876582718797829,0.0116738555725616,0.0893557812717406,0.0205927368860442,0.00151662724363434,0.000514818422151106,0.538360929455962,0.18500069570057,0.0832892722972033,0.0425768749130374,0.00240712397384166,0.0144705718658689,0.00453596771949353,0.00311673855572562,0.000278280228189787,0.000153054125504383
"Host-Parasite",0.4655,0.5616,0.302944804476876,0.272939996075,0.657398076207255,NA,0.443478260869565,1,-0.7733,1,8589934617.5,0.4759,0,0.828636854302191,51,1.82142857142857,0,40.6401677096444,41.6512764801738,1,3.93182563272433,28,0.2174,1,-0.642857142857143,0.00673267326732673,0.00567656765676568,0.034983498349835,0.119207920792079,0.0535973597359736,0.0171617161716172,0.00224422442244224,0.288448844884488,0.126072607260726,0.108778877887789,0.152607260726073,0.0335313531353135,0.015049504950495,0.0154455445544554,0.0158415841584158,0.00435643564356436,0.000264026402640264
"Plant-Pollinator",0.3907,0.2887,0.338829383395624,0.363708208875351,0.737652874871597,NA,0.190909090909091,1,-0.6991,1,8589934634,0.392,0,0.727941643585514,84,1.55555555555556,0,18.4851226646127,35.1480127873551,1,4.43081679884331,54,0.2273,1,-0.62962962962963,0.00269914205841715,0.00289193791973266,0.0173516275183959,0.0821953022075126,0.0459175476366441,0.00465923331512484,0.00327752964236368,0.283666977282221,0.236946113556762,0.144950355065711,0.0819382410590919,0.00597667170078082,0.059477523215835,0.00880434433340831,0.0142990263809004,0.00196009125670769,0.00298833585039041
"Plant-Pollinator",0.5665,0.1471,0.778835379373749,0.544474337258629,0.859390268306335,NA,0.208163265306122,1,-0.5577,1,8589934617.5,0.4315,0,0.714713885850306,51,1.21428571428571,0,20.0755281305656,32.006931560503,1,3.93182563272433,42,0.2,1,-0.666666666666667,0.00182416481865656,0.00100150225338007,0.014772158237356,0.108913370055083,0.0174189856212891,0.000751126690035053,0.000608054939552185,0.633485943200515,0.155125545461049,0.0316188568567136,0.0170613062450819,0.000464983189069318,0.012876457543458,0.00200300450676014,0.00178839688103584,7.15358752414336e-05,0.000214607625724301
"Plant-Seed Dispersers",0.3243,0.3791,0.544568797989247,0.449216768936622,0.808945111045792,NA,0.176136363636364,1,-0.4026,1,8589934638.5,0.4205,0,0.723006839906693,93,1.89795918367347,0,11.6302521626345,50.0867136978248,1,4.53259949315326,49,0.4848,1,-0.346938775510204,0.0017471678971989,0.00253621146367582,0.011384771459167,0.0741137349940822,0.0356948280072893,0.00544815795900731,0.00246106445734468,0.412707358770595,0.255011365984708,0.02928854571756,0.0847846098931034,0.0124368295478029,0.0335531383268519,0.017903774258393,0.0172274512014128,0.00214168968043736,0.00155930038137106
"Plant-Seed Dispersers",0.2276,0.4,0.235275086742145,0.300240771496149,0.750522897325054,NA,0.1624,1,-0.4341,1,17926092634435606,0.4166,0,0.745096250204546,203,2.70666666666667,0,13.6486448736869,41.634883496818,1,5.31320597904179,75,0.5,1,-0.333333333333333,0.000878377208923966,0.00217647160634855,0.00684095747442754,0.0447063710473026,0.0392240857088461,0.00653806878169514,0.00402841961334095,0.230697336310296,0.26936324142825,0.0993691261228516,0.118663135849906,0.0211416307527217,0.0714860584661717,0.0377918548903543,0.0361605829309241,0.00539574571196151,0.00553853609567821
"Plant-Pollinator",0.4142,0.1877,0.323107663648204,0.242373687833323,0.710457295898013,NA,0.187739463601533,1,-0.6328,1,8589934616.5,0.37,0,0.699399052070892,49,1.28947368421053,0,23.7535760717213,23.5482654600302,1,3.89182029811063,38,0.3103,1,-0.526315789473684,0.0118730312575721,0.00751150957111703,0.0421613763023988,0.107584201599225,0.079718924157984,0.00460382844681367,0.00290768112430337,0.193845408286891,0.25006057669009,0.169130118730313,0.0528228737581779,0.0016961473225103,0.0380421613763024,0.0310152653259026,0.00629997576932396,0.000484613520717228,0.000242306760358614
"Plant-Seed Dispersers",0.3357,0.3559,0.557747296977224,0.547349925807767,0.722714363406541,NA,0.278571428571429,1,-0.3749,1,4294967315.5,0.4819,0,0.741365184451205,39,1.625,0,14.4775030163388,57.2916666666667,1,3.66356164612965,24,1.4,1,0.166666666666667,0.0101010101010101,0.0305620305620306,0.012950012950013,0.00984200984200984,0.0862470862470862,0.0119140119140119,0.0857290857290857,0.00414400414400414,0.0657860657860658,0.0450660450660451,0.0310800310800311,0.00233100233100233,0.289044289044289,0.0271950271950272,0.0818440818440818,0.0113960113960114,0.194768194768195
