feature,model,importance,fold
latapy_clustering_HL,RandomForestClassifier,0.0,4
node_redundancy_HL,RandomForestClassifier,0.0,4
hits_authorities_HL,RandomForestClassifier,0.0,4
same_community_infomap,RandomForestClassifier,0.0,4
compartment diversity,RandomForestClassifier,0.0,4
nestedness,RandomForestClassifier,0.0,4
NODF,RandomForestClassifier,0.0,4
interaction evenness,RandomForestClassifier,0.0,4
niche.overlap.HL,RandomForestClassifier,0.0,4
niche.overlap.LL,RandomForestClassifier,0.0,4
V.ratio.HL,RandomForestClassifier,0.0,4
robustness.LL,RandomForestClassifier,0.0,4
bipartite_clustering,RandomForestClassifier,0.0,4
motif_2_norm,RandomForestClassifier,0.0,4
motif_3_norm,RandomForestClassifier,0.0,4
motif_4_norm,RandomForestClassifier,0.0,4
motif_5_norm,RandomForestClassifier,0.0,4
motif_7_norm,RandomForestClassifier,0.0,4
community_Plant-Pollinator,RandomForestClassifier,0.0,4
preferential_attachment,LogisticRegression,-7.6193025860219,4
shortest_path_length,LogisticRegression,-0.9350414052755344,4
edge_connectivity,LogisticRegression,-0.39440756647085473,4
latapy_clustering_HL,LogisticRegression,0.0,4
hits_authorities_LL,LogisticRegression,0.0,4
hits_hubs_LL,LogisticRegression,0.0,4
pagerank_LL,LogisticRegression,0.0,4
average_neighbor_degree_LL,LogisticRegression,0.0,4
node_redundancy_LL,LogisticRegression,0.0,4
latapy_clustering_LL,LogisticRegression,0.0,4
global_efficiency,LogisticRegression,0.0,4
hits_authorities_HL,LogisticRegression,0.0,4
motif_6_norm,LogisticRegression,0.0,4
V.ratio.HL,LogisticRegression,0.0,4
motif_8_norm,LogisticRegression,0.0,4
community_Plant-Seed Dispersers,LogisticRegression,0.0,4
node_redundancy_HL,LogisticRegression,0.0,4
average_neighbor_degree_HL,LogisticRegression,0.0,4
pagerank_HL,LogisticRegression,0.0,4
hits_hubs_HL,LogisticRegression,0.0,4
shortest_paths_count,LogisticRegression,0.0,4
motif_3_norm,LogisticRegression,0.0,4
friends_measure,LogisticRegression,0.0,4
connectance,LogisticRegression,0.0,4
compartment diversity,LogisticRegression,0.0,4
nestedness,LogisticRegression,0.0,4
NODF,LogisticRegression,0.0,4
interaction evenness,LogisticRegression,0.0,4
niche.overlap.HL,LogisticRegression,0.0,4
niche.overlap.LL,LogisticRegression,0.0,4
bipartite_clustering,LogisticRegression,0.0,4
V.ratio.LL,LogisticRegression,0.0,4
robustness.HL,LogisticRegression,0.0,4
cent_between,LogisticRegression,0.0,4
d_LL,LogisticRegression,0.0,4
betweenness_LL,LogisticRegression,0.0,4
motif_1_norm,LogisticRegression,0.0,4
closeness_LL,LogisticRegression,0.0,4
closeness_HL,LogisticRegression,0.0,4
interaction.push.pull_HL,LogisticRegression,0.0,4
species.specificity.index_HL,LogisticRegression,0.0,4
node.specialisation.index.NSI_HL,LogisticRegression,0.0,4
betweenness_HL,LogisticRegression,0.0,4
motif_11_norm,LogisticRegression,0.0,4
motif_10_norm,LogisticRegression,0.0,4
PDI_HL,LogisticRegression,0.0,4
nestedrank_HL,LogisticRegression,0.0,4
motif_9_norm,LogisticRegression,0.0,4
node.specialisation.index.NSI_LL,LogisticRegression,0.0,4
species.specificity.index_LL,LogisticRegression,0.0,4
community_Plant-Pollinator,LogisticRegression,0.0,4
motif_7_norm,LogisticRegression,0.0,4
interaction.push.pull_LL,LogisticRegression,0.0,4
nestedrank_LL,LogisticRegression,0.0,4
PDI_LL,LogisticRegression,0.0,4
d_HL,LogisticRegression,0.12320430210455034,4
Fisher.alpha_HL,LogisticRegression,0.31094941965331674,4
same_community_infomap,LogisticRegression,0.33802377750536616,4
Fisher.alpha_LL,LogisticRegression,0.3469510519960787,4
species.strength_HL,LogisticRegression,0.40172832197805514,4
closeness_centrality_LL,LogisticRegression,0.40265845243285836,4
cent_eigen,LogisticRegression,0.41108162998160963,4
closeness_centrality_HL,LogisticRegression,0.4630286970076339,4
species.strength_LL,LogisticRegression,0.8053692869546395,4
betweenness_centrality_HL,LogisticRegression,1.2721529568703562,4
betweenness_centrality_LL,LogisticRegression,1.4126535800295728,4
degree_centrality_LL,LogisticRegression,1.8353560057834186,4
degree_centrality_HL,LogisticRegression,1.9181319587806858,4
degree_LL,LogisticRegression,5.39355550556381,4
degree_HL,LogisticRegression,6.04286521027432,4
degree_centrality_LL,XGBClassifier,0.0914580300450325,4
degree_centrality_HL,XGBClassifier,0.07940604537725449,4
shortest_path_length,XGBClassifier,0.07831308245658875,4
PDI_HL,XGBClassifier,0.06680426746606827,4
preferential_attachment,XGBClassifier,0.059817202389240265,4
PDI_LL,XGBClassifier,0.05335075035691261,4
betweenness_centrality_HL,XGBClassifier,0.05082162842154503,4
betweenness_centrality_LL,XGBClassifier,0.044622208923101425,4
shortest_paths_count,XGBClassifier,0.04429103806614876,4
friends_measure,XGBClassifier,0.038527246564626694,4
species.specificity.index_LL,XGBClassifier,0.03807760402560234,4
pagerank_LL,XGBClassifier,0.03184707462787628,4
closeness_centrality_HL,XGBClassifier,0.031215660274028778,4
species.specificity.index_HL,XGBClassifier,0.030986865982413292,4
degree_LL,XGBClassifier,0.030679309740662575,4
pagerank_HL,XGBClassifier,0.024903293699026108,4
closeness_centrality_LL,XGBClassifier,0.024635031819343567,4
betweenness_LL,XGBClassifier,0.02453489415347576,4
betweenness_HL,XGBClassifier,0.023954138159751892,4
species.strength_HL,XGBClassifier,0.02303990349173546,4
node_redundancy_LL,XGBClassifier,0.021975727751851082,4
interaction.push.pull_HL,XGBClassifier,0.01945752091705799,4
node_redundancy_HL,XGBClassifier,0.014958448708057404,4
closeness_LL,XGBClassifier,0.014779388904571533,4
interaction.push.pull_LL,XGBClassifier,0.011925543658435345,4
closeness_HL,XGBClassifier,0.007547121960669756,4
d_LL,XGBClassifier,0.006971283815801144,4
Fisher.alpha_LL,XGBClassifier,0.005683849565684795,4
d_HL,XGBClassifier,0.00541579257696867,4
species.strength_LL,XGBClassifier,0.0,4
